device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
AC,100,cold,2018-01-01,04:00:00,05:00:00,early morning,6,24,1880.0
AC,100,low hot,2018-01-01,05:00:00,06:00:00,early morning,0,0,1880.0
AC,100,low hot,2018-01-01,07:00:00,08:00:00,morning,13,38,1304.0
AC,100,cold,2018-01-01,09:00:00,10:00:00,morning,14,7,1766.0
AC,100,low hot,2018-01-01,09:00:00,10:00:00,morning,10,26,1702.0
AC,100,very cold,2018-01-01,12:00:00,13:00:00,afternoon,5,24,1501.0
AC,100,low hot,2018-01-02,02:00:00,03:00:00,midnight,8,33,1363.0
AC,100,very cold,2018-01-02,03:00:00,04:00:00,midnight,9,23,1813.0
AC,100,cold,2018-01-02,06:00:00,07:00:00,early morning,5,55,1729.0
AC,100,hot,2018-01-02,21:00:00,22:00:00,night,2,6,1880.0
AC,100,cold,2018-01-03,01:00:00,02:00:00,midnight,9,10,1117.0
AC,100,low cold,2018-01-03,01:00:00,02:00:00,midnight,12,53,1041.0
AC,100,low cold,2018-01-03,02:00:00,03:00:00,midnight,15,38,1337.0
AC,100,hot,2018-01-03,04:00:00,05:00:00,early morning,7,31,1048.0
AC,100,hot,2018-01-03,13:00:00,14:00:00,afternoon,4,32,1836.0
AC,100,hot,2018-01-03,14:00:00,15:00:00,afternoon,0,0,1880.0
AC,100,very hot,2018-01-03,18:00:00,19:00:00,evening,13,18,1329.0
AC,100,low hot,2018-01-03,20:00:00,21:00:00,night,15,32,1702.0
AC,100,low hot,2018-01-03,23:00:00,00:00:00,midnight,2,27,1463.0
AC,100,hot,2018-01-04,03:00:00,04:00:00,midnight,11,28,1263.0
AC,100,very cold,2018-01-04,04:00:00,05:00:00,early morning,12,33,1549.0
AC,100,very cold,2018-01-04,14:00:00,15:00:00,afternoon,1,56,1364.0
AC,100,hot,2018-01-05,03:00:00,04:00:00,midnight,6,19,1533.0
AC,100,low cold,2018-01-05,17:00:00,18:00:00,evening,0,0,1880.0
AC,100,low hot,2018-01-05,17:00:00,18:00:00,evening,12,22,1715.0
Computer,100,cold,2018-01-27,00:00:00,01:00:00,midnight,7,48,405.0
Computer,100,low cold,2018-01-27,18:00:00,19:00:00,evening,3,29,448.0
Computer,100,cold,2018-01-28,03:00:00,04:00:00,midnight,14,23,311.0
Computer,100,cold,2018-01-28,05:00:00,06:00:00,early morning,2,35,458.0
Computer,100,very hot,2018-01-28,07:00:00,08:00:00,morning,5,41,458.0
Computer,100,hot,2018-01-28,07:00:00,08:00:00,morning,8,5,499.0
Computer,100,very cold,2018-01-28,11:00:00,12:00:00,morning,4,34,458.0
Computer,100,very hot,2018-01-28,14:00:00,15:00:00,afternoon,10,8,499.0
Computer,100,hot,2018-01-28,14:00:00,15:00:00,afternoon,0,0,420.0
Computer,100,very hot,2018-01-28,18:00:00,19:00:00,evening,9,53,458.0
Computer,100,very cold,2018-01-28,18:00:00,19:00:00,evening,4,54,458.0
