device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
AC,100,cold,2018-01-01,04:00:00,05:00:00,early morning,6,24,1553.1366666666668,"Moving 6 people from room 100 to room 102 saves 1553.1366666666654 of electricity, power consumption will reduce from 10512.646666666667 to 8959.510000000002",Turn off AC in room 100,1553.1366666666654
AC,100,low hot,2018-01-01,05:00:00,06:00:00,early morning,0,0,1541.39,"Moving 3 people from room 105 to room 105 saves 1497.9766666666656 of electricity, power consumption will reduce from 10614.24 to 9116.263333333334",Turn off AC in room 105,1497.9766666666656
AC,100,low hot,2018-01-01,07:00:00,08:00:00,morning,13,38,1541.59,"Moving 13 people from room 116 to room 106 saves 1355.2466666666678 of electricity, power consumption will reduce from 10116.880000000001 to 8761.633333333333",Turn off AC in room 116,1355.2466666666678
AC,100,cold,2018-01-01,09:00:00,10:00:00,morning,14,7,1447.35,"Moving 13 people from room 108 to room 100 saves 1398.5933333333342 of electricity, power consumption will reduce from 10513.113333333335 to 9114.52",Turn off AC in room 108,1398.5933333333342
AC,100,low hot,2018-01-01,09:00:00,10:00:00,morning,10,26,1657.21,"Moving 13 people from room 108 to room 100 saves 1398.5933333333342 of electricity, power consumption will reduce from 10513.113333333335 to 9114.52",Turn off AC in room 108,1398.5933333333342
AC,100,very cold,2018-01-01,12:00:00,13:00:00,afternoon,5,24,1560.006666666667,"Moving 5 people from room 100 to room 117 saves 1560.006666666668 of electricity, power consumption will reduce from 10357.51 to 8797.503333333332",Turn off AC in room 100,1560.006666666668
AC,100,low hot,2018-01-02,02:00:00,03:00:00,midnight,8,33,1527.093333333333,"Moving 12 people from room 104 to room 118 saves 1492.0733333333337 of electricity, power consumption will reduce from 10741.956666666667 to 9249.883333333333",Turn off AC in room 104,1492.0733333333337
AC,100,very cold,2018-01-02,03:00:00,04:00:00,midnight,9,23,1506.39,"Moving 9 people from room 100 to room 116 saves 1506.3899999999994 of electricity, power consumption will reduce from 10627.743333333334 to 9121.353333333334",Turn off AC in room 100,1506.3899999999994
AC,100,cold,2018-01-02,06:00:00,07:00:00,early morning,5,55,1530.5166666666669,"Moving 5 people from room 100 to room 116 saves 1530.5166666666664 of electricity, power consumption will reduce from 10335.383333333333 to 8804.866666666667",Turn off AC in room 100,1530.5166666666664
AC,100,hot,2018-01-02,21:00:00,22:00:00,night,2,6,1505.84,"Moving 4 people from room 119 to room 115 saves 1621.7299999999996 of electricity, power consumption will reduce from 10802.84 to 9181.11",Turn off AC in room 119,1621.7299999999996
AC,100,cold,2018-01-03,01:00:00,02:00:00,midnight,9,10,1361.7566666666667,"Moving 9 people from room 100 to room 106 saves 1361.7566666666662 of electricity, power consumption will reduce from 9955.083333333332 to 8593.326666666666",Turn off AC in room 100,1361.7566666666662
AC,100,low cold,2018-01-03,01:00:00,02:00:00,midnight,12,53,1406.22,"Moving 9 people from room 100 to room 106 saves 1361.7566666666662 of electricity, power consumption will reduce from 9955.083333333332 to 8593.326666666666",Turn off AC in room 100,1361.7566666666662
AC,100,low cold,2018-01-03,02:00:00,03:00:00,midnight,15,38,1547.906666666667,None,Turn off AC in room 105,1536.83
AC,100,hot,2018-01-03,04:00:00,05:00:00,early morning,7,31,1450.4333333333334,"Moving 5 people from room 105 to room 110 saves 1502.779999999997 of electricity, power consumption will reduce from 10551.106666666665 to 9048.326666666668",Turn off AC in room 105,1502.779999999997
AC,100,hot,2018-01-03,13:00:00,14:00:00,afternoon,4,32,1486.243333333333,"Moving 14 people from room 116 to room 102 saves 1550.5133333333342 of electricity, power consumption will reduce from 10461.880000000001 to 8911.366666666667",Turn off AC in room 116,1550.5133333333342
AC,100,hot,2018-01-03,14:00:00,15:00:00,afternoon,0,0,1485.446666666667,"Moving 11 people from room 118 to room 104 saves 1476.9366666666665 of electricity, power consumption will reduce from 10145.91 to 8668.973333333333",Turn off AC in room 118,1476.9366666666665
AC,100,very hot,2018-01-03,18:00:00,19:00:00,evening,13,18,1498.0766666666666,"Moving 12 people from room 110 to room 111 saves 1488.2633333333306 of electricity, power consumption will reduce from 10390.649999999998 to 8902.386666666667",Turn off AC in room 110,1488.2633333333306
AC,100,low hot,2018-01-03,20:00:00,21:00:00,night,15,32,1535.8266666666666,"Moving 3 people from room 106 to room 105 saves 1518.3266666666677 of electricity, power consumption will reduce from 10563.32 to 9044.993333333332",Turn off AC in room 106,1518.3266666666677
AC,100,low hot,2018-01-03,23:00:00,00:00:00,midnight,2,27,1492.176666666667,None,Turn off AC in room 111,1508.5266666666666
