date,from_time,power
2018-01-01,00:00:00,10596.87890625
2018-01-01,01:00:00,10345.7734375
2018-01-01,02:00:00,10583.09765625
2018-01-01,03:00:00,10514.32421875
2018-01-01,04:00:00,10656.828125
2018-01-01,05:00:00,10396.66015625
2018-01-01,06:00:00,10325.21875
2018-01-01,07:00:00,10490.66015625
2018-01-01,08:00:00,10620.328125
2018-01-01,09:00:00,10642.7265625
2018-01-01,10:00:00,10340.6796875
2018-01-01,11:00:00,10408.890625
2018-01-01,12:00:00,10572.3515625
2018-01-01,13:00:00,10597.69140625
2018-01-01,14:00:00,10330.0859375
2018-01-01,15:00:00,10478.05078125
2018-01-01,16:00:00,10245.484375
2018-01-01,17:00:00,10232.171875
2018-01-01,18:00:00,10622.63671875
2018-01-01,19:00:00,10628.41796875
2018-01-01,20:00:00,10338.765625
2018-01-01,21:00:00,10654.99609375
2018-01-01,22:00:00,10613.13671875
2018-01-01,23:00:00,10578.7890625
2018-01-02,00:00:00,10342.90234375
2018-01-02,01:00:00,10238.76953125
2018-01-02,02:00:00,10445.97265625
2018-01-02,03:00:00,10248.828125
2018-01-02,04:00:00,10486.515625
2018-01-02,05:00:00,10395.5625
2018-01-02,06:00:00,10322.59375
2018-01-02,07:00:00,10354.08203125
2018-01-02,08:00:00,10523.91015625
2018-01-02,09:00:00,10558.39453125
2018-01-02,10:00:00,10122.0234375
2018-01-02,11:00:00,10121.09375
2018-01-02,12:00:00,10397.75390625
2018-01-02,13:00:00,10515.4921875
2018-01-02,14:00:00,10155.94921875
2018-01-02,15:00:00,10306.6015625
2018-01-02,16:00:00,10183.86328125
2018-01-02,17:00:00,10071.2421875
2018-01-02,18:00:00,10466.69140625
2018-01-02,19:00:00,10380.1796875
2018-01-02,20:00:00,10188.765625
2018-01-02,21:00:00,10553.75390625
2018-01-02,22:00:00,10439.91015625
2018-01-02,23:00:00,10407.46484375
2018-01-03,00:00:00,10450.7421875
2018-01-03,01:00:00,10300.984375
2018-01-03,02:00:00,10446.70703125
2018-01-03,03:00:00,10275.17578125
2018-01-03,04:00:00,10428.34765625
2018-01-03,05:00:00,10441.6953125
2018-01-03,06:00:00,10304.8046875
2018-01-03,07:00:00,10437.3046875
2018-01-03,08:00:00,10506.25390625
2018-01-03,09:00:00,10618.66015625
2018-01-03,10:00:00,10112.7578125
2018-01-03,11:00:00,10330.63671875
2018-01-03,12:00:00,10524.82421875
2018-01-03,13:00:00,10486.078125
2018-01-03,14:00:00,10175.1953125
2018-01-03,15:00:00,10340.33984375
2018-01-03,16:00:00,10290.32421875
2018-01-03,17:00:00,10156.26953125
2018-01-03,18:00:00,10553.71484375
2018-01-03,19:00:00,10439.13671875
2018-01-03,20:00:00,10315.99609375
2018-01-03,21:00:00,10541.78125
2018-01-03,22:00:00,10465.50390625
2018-01-03,23:00:00,10456.20703125
2018-01-04,00:00:00,10501.74609375
2018-01-04,01:00:00,10381.76171875
2018-01-04,02:00:00,10512.8515625
2018-01-04,03:00:00,10401.3828125
2018-01-04,04:00:00,10628.34765625
2018-01-04,05:00:00,10436.33984375
2018-01-04,06:00:00,10428.60546875
2018-01-04,07:00:00,10406.9453125
2018-01-04,08:00:00,10517.58984375
2018-01-04,09:00:00,10596.34765625
2018-01-04,10:00:00,10287.7890625
2018-01-04,11:00:00,10334.28125
2018-01-04,12:00:00,10576.5234375
2018-01-04,13:00:00,10534.80078125
2018-01-04,14:00:00,10280.48046875
2018-01-04,15:00:00,10345.47265625
2018-01-04,16:00:00,10272.4296875
2018-01-04,17:00:00,10160.31640625
2018-01-04,18:00:00,10626.67578125
2018-01-04,19:00:00,10503.734375
2018-01-04,20:00:00,10354.734375
2018-01-04,21:00:00,10575.87109375
2018-01-04,22:00:00,10566.375
2018-01-04,23:00:00,10538.40234375
2018-01-05,00:00:00,10277.78125
2018-01-05,01:00:00,10093.9765625
2018-01-05,02:00:00,10426.3515625
2018-01-05,03:00:00,10367.59765625
2018-01-05,04:00:00,10456.61328125
2018-01-05,05:00:00,10341.2734375
2018-01-05,06:00:00,10209.203125
2018-01-05,07:00:00,10399.46484375
2018-01-05,08:00:00,10429.1328125
2018-01-05,09:00:00,10506.140625
2018-01-05,10:00:00,10155.9375
2018-01-05,11:00:00,10234.60546875
