device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
AC,100,cold,2018-01-01,04:00:00,05:00:00,early morning,6,24,1553.1366666666668
AC,100,low hot,2018-01-01,05:00:00,06:00:00,early morning,0,0,1541.39
AC,100,low hot,2018-01-01,07:00:00,08:00:00,morning,13,38,1541.59
AC,100,cold,2018-01-01,09:00:00,10:00:00,morning,14,7,1447.35
AC,100,low hot,2018-01-01,09:00:00,10:00:00,morning,10,26,1657.21
AC,100,very cold,2018-01-01,12:00:00,13:00:00,afternoon,5,24,1560.0066666666667
AC,100,low hot,2018-01-02,02:00:00,03:00:00,midnight,8,33,1527.0933333333332
AC,100,very cold,2018-01-02,03:00:00,04:00:00,midnight,9,23,1506.39
AC,100,cold,2018-01-02,06:00:00,07:00:00,early morning,5,55,1530.5166666666667
AC,100,hot,2018-01-02,21:00:00,22:00:00,night,2,6,1505.84
AC,100,cold,2018-01-03,01:00:00,02:00:00,midnight,9,10,1361.7566666666667
AC,100,low cold,2018-01-03,01:00:00,02:00:00,midnight,12,53,1406.22
AC,100,low cold,2018-01-03,02:00:00,03:00:00,midnight,15,38,1547.9066666666668
AC,100,hot,2018-01-03,04:00:00,05:00:00,early morning,7,31,1450.4333333333334
AC,100,hot,2018-01-03,13:00:00,14:00:00,afternoon,4,32,1486.2433333333333
AC,100,hot,2018-01-03,14:00:00,15:00:00,afternoon,0,0,1485.4466666666667
AC,100,very hot,2018-01-03,18:00:00,19:00:00,evening,13,18,1498.0766666666666
AC,100,low hot,2018-01-03,20:00:00,21:00:00,night,15,32,1535.8266666666666
AC,100,low hot,2018-01-03,23:00:00,00:00:00,midnight,2,27,1492.1766666666667
AC,100,hot,2018-01-04,03:00:00,04:00:00,midnight,11,28,1447.8933333333334
AC,100,very cold,2018-01-04,04:00:00,05:00:00,early morning,12,33,1549.7733333333333
AC,100,very cold,2018-01-04,14:00:00,15:00:00,afternoon,1,56,1412.56
AC,100,hot,2018-01-05,03:00:00,04:00:00,midnight,6,19,1486.9466666666667
AC,100,low cold,2018-01-05,17:00:00,18:00:00,evening,0,0,1466.9166666666667
AC,100,low hot,2018-01-05,17:00:00,18:00:00,evening,12,22,1577.81
Computer,100,cold,2018-01-27,00:00:00,01:00:00,midnight,7,48,403.92333333333335
Computer,100,low cold,2018-01-27,18:00:00,19:00:00,evening,3,29,399.02
Computer,100,cold,2018-01-28,03:00:00,04:00:00,midnight,14,23,384.49333333333334
Computer,100,cold,2018-01-28,05:00:00,06:00:00,early morning,2,35,414.92
Computer,100,very hot,2018-01-28,07:00:00,08:00:00,morning,5,41,414.5833333333333
Computer,100,hot,2018-01-28,07:00:00,08:00:00,morning,8,5,400.5366666666667
Computer,100,very cold,2018-01-28,11:00:00,12:00:00,morning,4,34,449.3066666666667
Computer,100,very hot,2018-01-28,14:00:00,15:00:00,afternoon,10,8,394.55
Computer,100,hot,2018-01-28,14:00:00,15:00:00,afternoon,0,0,417.56666666666666
Computer,100,very hot,2018-01-28,18:00:00,19:00:00,evening,9,53,422.3333333333333
Computer,100,very cold,2018-01-28,18:00:00,19:00:00,evening,4,54,411.8066666666667
Computer,100,low cold,2018-01-28,22:00:00,23:00:00,night,0,0,421.6166666666667
Computer,100,low cold,2018-01-29,00:00:00,01:00:00,midnight,5,51,409.9266666666667
Computer,100,low cold,2018-01-29,02:00:00,03:00:00,midnight,0,0,385.19666666666666
Computer,100,cold,2018-01-29,04:00:00,05:00:00,early morning,13,37,397.76666666666665
Computer,100,low hot,2018-01-29,06:00:00,07:00:00,early morning,9,17,393.59
Computer,100,hot,2018-01-29,08:00:00,09:00:00,morning,1,56,388.6066666666667
Computer,100,low hot,2018-01-29,14:00:00,15:00:00,afternoon,1,10,372.57
Computer,100,low hot,2018-01-29,17:00:00,18:00:00,evening,2,26,380.75333333333333
Computer,100,low hot,2018-01-29,18:00:00,19:00:00,evening,0,0,367.64666666666665
Computer,100,cold,2018-01-30,06:00:00,07:00:00,early morning,0,0,394.96666666666664
Computer,100,cold,2018-01-30,08:00:00,09:00:00,morning,1,2,396.0
Computer,100,very cold,2018-01-30,14:00:00,15:00:00,afternoon,13,8,388.50666666666666
Computer,100,very cold,2018-01-30,16:00:00,17:00:00,evening,6,51,412.30333333333334
Computer,100,low hot,2018-01-30,16:00:00,17:00:00,evening,5,16,391.41333333333336
Computer,100,very hot,2018-01-30,16:00:00,17:00:00,evening,9,28,419.74666666666667
Computer,100,very cold,2018-01-30,22:00:00,23:00:00,night,11,28,410.8233333333333
Computer,100,very hot,2018-01-31,01:00:00,02:00:00,midnight,0,0,402.95666666666665
Computer,100,hot,2018-01-31,06:00:00,07:00:00,early morning,12,35,388.31
Computer,100,low hot,2018-01-31,15:00:00,16:00:00,afternoon,1,50,392.97
Computer,100,low hot,2018-01-31,18:00:00,19:00:00,evening,1,58,394.5933333333333
