device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
AC,100,cold,2018-01-01,01:00:00,02:00:00,midnight,12,42,1224.0,"Moving 3 people from room 110 to room 114 saves 1196.0 of electricity, power consumption will reduce from 9786.0 to 8590.0",Turn off AC in room 110,1196.0
AC,100,low hot,2018-01-01,02:00:00,03:00:00,midnight,13,16,1852.0,"Moving 2 people from room 104 to room 119 saves 1625.0 of electricity, power consumption will reduce from 11226.0 to 9601.0",Turn off AC in room 104,1625.0
AC,100,very hot,2018-01-01,07:00:00,08:00:00,morning,7,57,1238.0,"Moving 11 people from room 108 to room 113 saves 1297.0 of electricity, power consumption will reduce from 9943.0 to 8646.0",Turn off AC in room 108,1297.0
AC,100,low cold,2018-01-01,10:00:00,11:00:00,morning,11,33,1486.0,"Moving 10 people from room 103 to room 111 saves 1207.0 of electricity, power consumption will reduce from 10622.0 to 9415.0",Turn off AC in room 103,1207.0
AC,100,low cold,2018-01-01,11:00:00,12:00:00,morning,12,50,1105.0,"Moving 1 people from room 109 to room 105 saves 1120.0 of electricity, power consumption will reduce from 9820.0 to 8700.0",Turn off AC in room 109,1120.0
AC,100,hot,2018-01-01,12:00:00,13:00:00,afternoon,9,24,1568.0,None,Turn off AC in room 119,1270.0
AC,100,low cold,2018-01-01,13:00:00,14:00:00,afternoon,3,53,1917.0,"Moving 1 people from room 101 to room 100 saves 1287.0 of electricity, power consumption will reduce from 10435.0 to 9148.0",Turn off AC in room 101,1287.0
AC,100,hot,2018-01-01,18:00:00,19:00:00,evening,3,11,1985.0,None,Turn off AC in room 119,1230.0
AC,100,hot,2018-01-01,23:00:00,00:00:00,midnight,8,45,1507.0,"Moving 8 people from room 116 to room 101 saves 1371.0 of electricity, power consumption will reduce from 9522.0 to 8151.0",Turn off AC in room 116,1371.0
AC,100,cold,2018-01-02,00:00:00,01:00:00,midnight,2,17,1203.0,"Moving 6 people from room 117 to room 117 saves 1071.0 of electricity, power consumption will reduce from 9921.0 to 8850.0",Turn off AC in room 117,1071.0
AC,100,very cold,2018-01-02,01:00:00,02:00:00,midnight,13,40,1074.0,"Moving 3 people from room 110 to room 100 saves 1074.0 of electricity, power consumption will reduce from 9435.0 to 8361.0",Turn off AC in room 110,1074.0
AC,100,low cold,2018-01-02,03:00:00,04:00:00,midnight,10,12,1533.0,"Moving 2 people from room 106 to room 110 saves 1603.0 of electricity, power consumption will reduce from 11275.0 to 9672.0",Turn off AC in room 106,1603.0
AC,100,hot,2018-01-02,07:00:00,08:00:00,morning,10,46,1130.0,"Moving 8 people from room 116 to room 102 saves 1303.0 of electricity, power consumption will reduce from 10576.0 to 9273.0",Turn off AC in room 116,1303.0
