device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
AC,100,cold,2018-01-01,01:00:00,02:00:00,midnight,12,42,1442.8733333333332
AC,100,low hot,2018-01-01,02:00:00,03:00:00,midnight,13,16,1481.8633333333332
AC,100,very hot,2018-01-01,07:00:00,08:00:00,morning,7,57,1493.9366666666667
AC,100,low cold,2018-01-01,10:00:00,11:00:00,morning,11,33,1514.8666666666666
AC,100,low cold,2018-01-01,11:00:00,12:00:00,morning,12,50,1403.4133333333334
AC,100,hot,2018-01-01,12:00:00,13:00:00,afternoon,9,24,1509.9266666666667
AC,100,low cold,2018-01-01,13:00:00,14:00:00,afternoon,3,53,1559.07
AC,100,hot,2018-01-01,18:00:00,19:00:00,evening,3,11,1419.45
AC,100,hot,2018-01-01,23:00:00,00:00:00,midnight,8,45,1624.4333333333334
AC,100,cold,2018-01-02,00:00:00,01:00:00,midnight,2,17,1497.07
AC,100,very cold,2018-01-02,01:00:00,02:00:00,midnight,13,40,1493.18
AC,100,low cold,2018-01-02,03:00:00,04:00:00,midnight,10,12,1493.7366666666667
AC,100,hot,2018-01-02,07:00:00,08:00:00,morning,10,46,1624.62
AC,100,very hot,2018-01-02,07:00:00,08:00:00,morning,7,34,1586.29
AC,100,low hot,2018-01-02,08:00:00,09:00:00,morning,4,40,1642.1733333333334
AC,100,very hot,2018-01-02,09:00:00,10:00:00,morning,9,26,1551.48
AC,100,low hot,2018-01-02,11:00:00,12:00:00,morning,14,59,1434.5266666666666
AC,100,very cold,2018-01-02,11:00:00,12:00:00,morning,6,18,1483.07
AC,100,low hot,2018-01-02,14:00:00,15:00:00,afternoon,2,37,1485.72
AC,100,low cold,2018-01-02,16:00:00,17:00:00,evening,7,55,1510.0533333333333
AC,100,cold,2018-01-02,17:00:00,18:00:00,evening,4,3,1341.6566666666668
AC,100,very cold,2018-01-02,20:00:00,21:00:00,night,13,39,1485.39
AC,100,low cold,2018-01-02,21:00:00,22:00:00,night,15,24,1577.2266666666667
AC,100,low cold,2018-01-02,22:00:00,23:00:00,night,2,52,1614.4366666666667
AC,100,cold,2018-01-03,06:00:00,07:00:00,early morning,0,0,1364.0
AC,100,low cold,2018-01-03,13:00:00,14:00:00,afternoon,13,57,1438.1566666666668
AC,100,cold,2018-01-03,13:00:00,14:00:00,afternoon,6,25,1557.6033333333332
AC,100,hot,2018-01-04,08:00:00,09:00:00,morning,3,4,1537.8733333333332
AC,100,very cold,2018-01-04,11:00:00,12:00:00,morning,9,35,1373.01
AC,100,very hot,2018-01-04,16:00:00,17:00:00,evening,2,21,1407.8333333333333
AC,100,low cold,2018-01-04,23:00:00,00:00:00,midnight,1,45,1404.5666666666666
AC,100,cold,2018-01-05,02:00:00,03:00:00,midnight,14,40,1475.71
AC,100,very cold,2018-01-05,09:00:00,10:00:00,morning,4,26,1603.16
AC,100,very cold,2018-01-05,18:00:00,19:00:00,evening,10,6,1502.4766666666667
Computer,100,cold,2018-01-27,01:00:00,02:00:00,midnight,3,42,394.2633333333333
Computer,100,cold,2018-01-27,02:00:00,03:00:00,midnight,8,40,403.50333333333333
Computer,100,low hot,2018-01-27,22:00:00,23:00:00,night,0,0,395.6533333333333
Computer,100,hot,2018-01-28,00:00:00,01:00:00,midnight,3,56,413.2633333333333
Computer,100,very cold,2018-01-28,00:00:00,01:00:00,midnight,1,1,415.56333333333333
Computer,100,very hot,2018-01-28,03:00:00,04:00:00,midnight,7,52,418.30333333333334
Computer,100,very cold,2018-01-28,04:00:00,05:00:00,early morning,5,36,406.29333333333335
Computer,100,cold,2018-01-28,05:00:00,06:00:00,early morning,5,18,418.42
Computer,100,low hot,2018-01-28,09:00:00,10:00:00,morning,6,58,399.64
Computer,100,hot,2018-01-28,11:00:00,12:00:00,morning,4,17,437.76666666666665
Computer,100,hot,2018-01-28,12:00:00,13:00:00,afternoon,11,6,441.0
Computer,100,very cold,2018-01-28,13:00:00,14:00:00,afternoon,3,52,399.9533333333333
Computer,100,very cold,2018-01-28,16:00:00,17:00:00,evening,7,29,408.95
Computer,100,very hot,2018-01-28,20:00:00,21:00:00,night,0,0,428.85333333333335
Computer,100,very cold,2018-01-28,20:00:00,21:00:00,night,14,50,418.1433333333333
Computer,100,low hot,2018-01-29,02:00:00,03:00:00,midnight,9,48,409.86333333333334
Computer,100,low cold,2018-01-29,04:00:00,05:00:00,early morning,0,0,387.4166666666667
Computer,100,very hot,2018-01-29,06:00:00,07:00:00,early morning,8,33,401.4433333333333
Computer,100,low hot,2018-01-29,10:00:00,11:00:00,morning,0,0,354.78
Computer,100,low cold,2018-01-29,15:00:00,16:00:00,afternoon,1,59,387.79
Computer,100,low hot,2018-01-29,20:00:00,21:00:00,night,11,33,400.2733333333333
Computer,100,low hot,2018-01-30,01:00:00,02:00:00,midnight,12,53,421.1066666666667
Computer,100,hot,2018-01-30,08:00:00,09:00:00,morning,12,9,402.8
Computer,100,cold,2018-01-30,13:00:00,14:00:00,afternoon,9,16,415.21666666666664
Computer,100,low hot,2018-01-30,16:00:00,17:00:00,evening,11,37,411.78
