date,from_time,power
2018-01-01,00:00:00,10529.796875
2018-01-01,01:00:00,10350.796875
2018-01-01,02:00:00,10556.32421875
2018-01-01,03:00:00,10535.4921875
2018-01-01,04:00:00,10704.55078125
2018-01-01,05:00:00,10488.33984375
2018-01-01,06:00:00,10462.875
2018-01-01,07:00:00,10596.41796875
2018-01-01,08:00:00,10655.28125
2018-01-01,09:00:00,10663.1171875
2018-01-01,10:00:00,10383.2578125
2018-01-01,11:00:00,10451.890625
2018-01-01,12:00:00,10660.6328125
2018-01-01,13:00:00,10737.55859375
2018-01-01,14:00:00,10310.8359375
2018-01-01,15:00:00,10486.5703125
2018-01-01,16:00:00,10275.16015625
2018-01-01,17:00:00,10245.66796875
2018-01-01,18:00:00,10659.97265625
2018-01-01,19:00:00,10594.6171875
2018-01-01,20:00:00,10374.26171875
2018-01-01,21:00:00,10625.7890625
2018-01-01,22:00:00,10604.46875
2018-01-01,23:00:00,10666.38671875
2018-01-02,00:00:00,10376.2421875
2018-01-02,01:00:00,10176.03515625
2018-01-02,02:00:00,10497.84765625
2018-01-02,03:00:00,10321.98046875
2018-01-02,04:00:00,10439.0390625
2018-01-02,05:00:00,10242.8984375
2018-01-02,06:00:00,10223.765625
2018-01-02,07:00:00,10414.28515625
2018-01-02,08:00:00,10506.17578125
2018-01-02,09:00:00,10484.3359375
2018-01-02,10:00:00,10223.19921875
2018-01-02,11:00:00,10334.6953125
2018-01-02,12:00:00,10571.953125
2018-01-02,13:00:00,10481.14453125
2018-01-02,14:00:00,10172.76171875
2018-01-02,15:00:00,10316.92578125
2018-01-02,16:00:00,10252.7421875
2018-01-02,17:00:00,10151.75390625
2018-01-02,18:00:00,10498.77734375
2018-01-02,19:00:00,10439.75390625
2018-01-02,20:00:00,10217.265625
2018-01-02,21:00:00,10599.7109375
2018-01-02,22:00:00,10540.30078125
2018-01-02,23:00:00,10432.03515625
2018-01-03,00:00:00,10402.859375
2018-01-03,01:00:00,10193.8203125
2018-01-03,02:00:00,10476.109375
2018-01-03,03:00:00,10240.39453125
2018-01-03,04:00:00,10463.64453125
2018-01-03,05:00:00,10252.671875
2018-01-03,06:00:00,10202.6328125
2018-01-03,07:00:00,10358.734375
2018-01-03,08:00:00,10493.18359375
2018-01-03,09:00:00,10511.953125
2018-01-03,10:00:00,10156.32421875
2018-01-03,11:00:00,10315.8515625
2018-01-03,12:00:00,10581.53125
2018-01-03,13:00:00,10608.20703125
2018-01-03,14:00:00,10244.14453125
