device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
AC,100,very hot,2018-01-01,00:00:00,01:00:00,midnight,4,4,1880.0
AC,100,hot,2018-01-01,03:00:00,04:00:00,midnight,4,54,1337.0
AC,100,hot,2018-01-01,06:00:00,07:00:00,early morning,6,51,1766.0
AC,100,low hot,2018-01-01,10:00:00,11:00:00,morning,10,23,1582.0
AC,100,low cold,2018-01-01,14:00:00,15:00:00,afternoon,14,39,1872.0
AC,100,very hot,2018-01-01,21:00:00,22:00:00,night,6,27,1912.0
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,11,59,1243.0
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,2,53,1842.0
AC,100,low hot,2018-01-02,05:00:00,06:00:00,early morning,0,0,1880.0
AC,100,very cold,2018-01-02,07:00:00,08:00:00,morning,9,29,1363.0
AC,100,low hot,2018-01-02,09:00:00,10:00:00,morning,5,13,1798.0
AC,100,very cold,2018-01-02,11:00:00,12:00:00,morning,6,55,1030.0
AC,100,hot,2018-01-02,19:00:00,20:00:00,night,3,33,1452.0
AC,100,very cold,2018-01-02,21:00:00,22:00:00,night,4,56,1851.0
AC,100,cold,2018-01-02,23:00:00,00:00:00,midnight,9,36,1249.0
AC,100,very hot,2018-01-03,00:00:00,01:00:00,midnight,5,16,1533.0
AC,100,very hot,2018-01-03,02:00:00,03:00:00,midnight,0,0,1880.0
AC,100,low hot,2018-01-03,09:00:00,10:00:00,morning,14,37,1629.0
AC,100,very cold,2018-01-03,14:00:00,15:00:00,afternoon,1,41,1406.0
AC,100,low hot,2018-01-03,17:00:00,18:00:00,evening,2,47,1434.0
AC,100,low cold,2018-01-03,17:00:00,18:00:00,evening,12,54,1166.0
AC,100,hot,2018-01-03,23:00:00,00:00:00,midnight,6,48,1909.0
AC,100,hot,2018-01-04,02:00:00,03:00:00,midnight,1,28,1287.0
AC,100,low hot,2018-01-04,03:00:00,04:00:00,midnight,3,47,1434.0
AC,100,low cold,2018-01-04,09:00:00,10:00:00,morning,14,47,1900.0
AC,100,low cold,2018-01-04,12:00:00,13:00:00,afternoon,2,40,1951.0
AC,100,hot,2018-01-04,14:00:00,15:00:00,afternoon,0,0,1880.0
AC,100,very cold,2018-01-04,16:00:00,17:00:00,evening,14,23,1502.0
AC,100,hot,2018-01-04,20:00:00,21:00:00,night,12,1,1100.0
AC,100,low cold,2018-01-04,22:00:00,23:00:00,night,8,4,1533.0
AC,100,very hot,2018-01-04,22:00:00,23:00:00,night,0,0,1880.0
AC,100,very hot,2018-01-05,05:00:00,06:00:00,early morning,3,2,1880.0
AC,100,low hot,2018-01-05,15:00:00,16:00:00,afternoon,15,14,1892.0
AC,100,hot,2018-01-05,22:00:00,23:00:00,night,13,58,1769.0
Computer,100,very cold,2018-01-27,22:00:00,23:00:00,night,0,0,397.0
Computer,100,low cold,2018-01-28,04:00:00,05:00:00,early morning,0,0,419.0
Computer,100,cold,2018-01-28,10:00:00,11:00:00,morning,14,7,331.0
Computer,100,low hot,2018-01-28,18:00:00,19:00:00,evening,14,1,337.0
Computer,100,low cold,2018-01-28,18:00:00,19:00:00,evening,15,49,458.0
Computer,100,low hot,2018-01-28,20:00:00,21:00:00,night,5,38,468.0
Computer,100,very cold,2018-01-28,22:00:00,23:00:00,night,9,58,426.0
