device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
AC,100,very hot,2018-01-01,00:00:00,01:00:00,midnight,4,4,1539.078125
AC,100,hot,2018-01-01,03:00:00,04:00:00,midnight,4,54,1522.43359375
AC,100,hot,2018-01-01,06:00:00,07:00:00,early morning,6,51,1510.93359375
AC,100,low hot,2018-01-01,10:00:00,11:00:00,morning,10,23,1508.8515625
AC,100,low cold,2018-01-01,14:00:00,15:00:00,afternoon,14,39,1511.828125
AC,100,very hot,2018-01-01,21:00:00,22:00:00,night,6,27,1554.8046875
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,11,59,1516.85546875
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,2,53,1516.3828125
AC,100,low hot,2018-01-02,05:00:00,06:00:00,early morning,0,0,1505.09375
AC,100,very cold,2018-01-02,07:00:00,08:00:00,morning,9,29,1490.90625
AC,100,low hot,2018-01-02,09:00:00,10:00:00,morning,5,13,1531.02734375
AC,100,very cold,2018-01-02,11:00:00,12:00:00,morning,6,55,1480.0234375
AC,100,hot,2018-01-02,19:00:00,20:00:00,night,3,33,1511.4609375
AC,100,very cold,2018-01-02,21:00:00,22:00:00,night,4,56,1514.75390625
AC,100,cold,2018-01-02,23:00:00,00:00:00,midnight,9,36,1503.84375
AC,100,very hot,2018-01-03,00:00:00,01:00:00,midnight,5,16,1524.55859375
AC,100,very hot,2018-01-03,02:00:00,03:00:00,midnight,0,0,1524.48046875
AC,100,low hot,2018-01-03,09:00:00,10:00:00,morning,14,37,1539.61328125
AC,100,very cold,2018-01-03,14:00:00,15:00:00,afternoon,1,41,1472.44921875
AC,100,low hot,2018-01-03,17:00:00,18:00:00,evening,2,47,1491.66796875
AC,100,low cold,2018-01-03,17:00:00,18:00:00,evening,12,54,1489.44140625
AC,100,hot,2018-01-03,23:00:00,00:00:00,midnight,6,48,1522.05078125
AC,100,hot,2018-01-04,02:00:00,03:00:00,midnight,1,28,1524.69140625
AC,100,low hot,2018-01-04,03:00:00,04:00:00,midnight,3,47,1526.69140625
AC,100,low cold,2018-01-04,09:00:00,10:00:00,morning,14,47,1547.14453125
AC,100,low cold,2018-01-04,12:00:00,13:00:00,afternoon,2,40,1544.4921875
