device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
AC,100,very hot,2018-01-01,00:00:00,01:00:00,midnight,4,4,1505.1366666666668
AC,100,hot,2018-01-01,03:00:00,04:00:00,midnight,4,54,1467.08
AC,100,hot,2018-01-01,06:00:00,07:00:00,early morning,6,51,1623.1666666666667
AC,100,low hot,2018-01-01,10:00:00,11:00:00,morning,10,23,1566.9633333333334
AC,100,low cold,2018-01-01,14:00:00,15:00:00,afternoon,14,39,1539.41
AC,100,very hot,2018-01-01,21:00:00,22:00:00,night,6,27,1733.9533333333334
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,11,59,1410.9033333333334
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,2,53,1566.5266666666666
AC,100,low hot,2018-01-02,05:00:00,06:00:00,early morning,0,0,1607.9966666666667
AC,100,very cold,2018-01-02,07:00:00,08:00:00,morning,9,29,1510.07
AC,100,low hot,2018-01-02,09:00:00,10:00:00,morning,5,13,1525.6933333333334
AC,100,very cold,2018-01-02,11:00:00,12:00:00,morning,6,55,1346.3933333333334
AC,100,hot,2018-01-02,19:00:00,20:00:00,night,3,33,1540.5366666666666
AC,100,very cold,2018-01-02,21:00:00,22:00:00,night,4,56,1572.1966666666667
AC,100,cold,2018-01-02,23:00:00,00:00:00,midnight,9,36,1517.8266666666666
AC,100,very hot,2018-01-03,00:00:00,01:00:00,midnight,5,16,1572.8133333333333
AC,100,very hot,2018-01-03,02:00:00,03:00:00,midnight,0,0,1635.59
AC,100,low hot,2018-01-03,09:00:00,10:00:00,morning,14,37,1548.89
AC,100,very cold,2018-01-03,14:00:00,15:00:00,afternoon,1,41,1481.87
AC,100,low hot,2018-01-03,17:00:00,18:00:00,evening,2,47,1512.64
AC,100,low cold,2018-01-03,17:00:00,18:00:00,evening,12,54,1443.87
AC,100,hot,2018-01-03,23:00:00,00:00:00,midnight,6,48,1561.23
AC,100,hot,2018-01-04,02:00:00,03:00:00,midnight,1,28,1502.4866666666667
AC,100,low hot,2018-01-04,03:00:00,04:00:00,midnight,3,47,1628.6466666666668
AC,100,low cold,2018-01-04,09:00:00,10:00:00,morning,14,47,1532.8933333333334
AC,100,low cold,2018-01-04,12:00:00,13:00:00,afternoon,2,40,1575.0166666666667
AC,100,hot,2018-01-04,14:00:00,15:00:00,afternoon,0,0,1433.8966666666668
AC,100,very cold,2018-01-04,16:00:00,17:00:00,evening,14,23,1466.28
AC,100,hot,2018-01-04,20:00:00,21:00:00,night,12,1,1348.0966666666666
AC,100,low cold,2018-01-04,22:00:00,23:00:00,night,8,4,1526.1633333333334
AC,100,very hot,2018-01-04,22:00:00,23:00:00,night,0,0,1535.0033333333333
AC,100,very hot,2018-01-05,05:00:00,06:00:00,early morning,3,2,1545.1533333333334
AC,100,low hot,2018-01-05,15:00:00,16:00:00,afternoon,15,14,1518.44
AC,100,hot,2018-01-05,22:00:00,23:00:00,night,13,58,1479.1566666666668
Computer,100,very cold,2018-01-27,22:00:00,23:00:00,night,0,0,405.3833333333333
Computer,100,low cold,2018-01-28,04:00:00,05:00:00,early morning,0,0,421.0233333333333
Computer,100,cold,2018-01-28,10:00:00,11:00:00,morning,14,7,410.64666666666665
Computer,100,low hot,2018-01-28,18:00:00,19:00:00,evening,14,1,403.81
Computer,100,low cold,2018-01-28,18:00:00,19:00:00,evening,15,49,398.48
Computer,100,low hot,2018-01-28,20:00:00,21:00:00,night,5,38,408.07
Computer,100,very cold,2018-01-28,22:00:00,23:00:00,night,9,58,415.8333333333333
Computer,100,low hot,2018-01-29,07:00:00,08:00:00,morning,15,48,393.27
Computer,100,low cold,2018-01-29,07:00:00,08:00:00,morning,9,29,388.9766666666667
Computer,100,very cold,2018-01-29,10:00:00,11:00:00,morning,6,32,400.7
Computer,100,very hot,2018-01-29,14:00:00,15:00:00,afternoon,0,0,387.46666666666664
Computer,100,low hot,2018-01-29,15:00:00,16:00:00,afternoon,15,57,403.14
Computer,100,low hot,2018-01-29,15:00:00,16:00:00,afternoon,14,20,367.1333333333333
Computer,100,low hot,2018-01-29,17:00:00,18:00:00,evening,9,6,401.0966666666667
Computer,100,cold,2018-01-29,20:00:00,21:00:00,night,12,33,407.4166666666667
Computer,100,hot,2018-01-29,23:00:00,00:00:00,midnight,12,6,426.82666666666665
Computer,100,very hot,2018-01-30,01:00:00,02:00:00,midnight,10,9,401.7866666666667
Computer,100,very cold,2018-01-30,05:00:00,06:00:00,early morning,4,13,426.14
Computer,100,hot,2018-01-30,06:00:00,07:00:00,early morning,1,15,393.81666666666666
Computer,100,hot,2018-01-30,10:00:00,11:00:00,morning,11,9,424.0566666666667
Computer,100,low cold,2018-01-30,15:00:00,16:00:00,afternoon,6,40,411.25666666666666
Computer,100,cold,2018-01-30,18:00:00,19:00:00,evening,9,13,410.32
Computer,100,hot,2018-01-30,18:00:00,19:00:00,evening,2,24,401.5566666666667
Computer,100,very cold,2018-01-31,00:00:00,01:00:00,midnight,12,40,419.35
Computer,100,very cold,2018-01-31,05:00:00,06:00:00,early morning,9,9,430.2133333333333
Computer,100,low hot,2018-01-31,06:00:00,07:00:00,early morning,4,29,388.68333333333334
Computer,100,hot,2018-01-31,08:00:00,09:00:00,morning,9,22,388.2033333333333
Computer,100,very hot,2018-01-31,10:00:00,11:00:00,morning,14,38,418.3933333333333
Computer,100,low cold,2018-01-31,12:00:00,13:00:00,afternoon,1,24,393.00666666666666
Computer,100,very cold,2018-01-31,12:00:00,13:00:00,afternoon,13,27,426.27666666666664
Computer,100,low cold,2018-01-31,15:00:00,16:00:00,afternoon,9,9,397.85333333333335
Computer,100,low cold,2018-01-31,16:00:00,17:00:00,evening,11,7,393.5233333333333
Computer,100,hot,2018-01-31,18:00:00,19:00:00,evening,14,57,422.25666666666666
Heater,100,very hot,2018-01-18,23:00:00,00:00:00,midnight,6,19,2449.24
Heater,100,low cold,2018-01-19,07:00:00,08:00:00,morning,6,13,2275.2933333333335
Heater,100,low cold,2018-01-19,07:00:00,08:00:00,morning,1,43,2120.7066666666665
Heater,100,low cold,2018-01-19,11:00:00,12:00:00,morning,4,22,2170.6066666666666
Heater,100,very cold,2018-01-20,01:00:00,02:00:00,midnight,6,55,2305.3566666666666
Heater,100,very hot,2018-01-20,02:00:00,03:00:00,midnight,1,34,2214.43
Heater,100,cold,2018-01-20,03:00:00,04:00:00,midnight,5,30,2254.693333333333
Heater,100,hot,2018-01-20,06:00:00,07:00:00,early morning,1,9,2218.0933333333332
Heater,100,hot,2018-01-20,10:00:00,11:00:00,morning,1,3,2209.92
Heater,100,very cold,2018-01-20,10:00:00,11:00:00,morning,13,27,2119.53
Heater,100,low cold,2018-01-20,11:00:00,12:00:00,morning,14,32,2186.82
Heater,100,cold,2018-01-20,11:00:00,12:00:00,morning,6,23,2306.76
Heater,100,hot,2018-01-20,13:00:00,14:00:00,afternoon,13,32,2240.2633333333333
Heater,100,low cold,2018-01-20,16:00:00,17:00:00,evening,3,18,2145.03
Heater,100,cold,2018-01-20,20:00:00,21:00:00,night,4,13,2203.2433333333333
Heater,100,hot,2018-01-20,20:00:00,21:00:00,night,4,1,1976.4166666666667
Heater,100,very cold,2018-01-20,21:00:00,22:00:00,night,10,57,2025.32
Heater,100,low cold,2018-01-20,22:00:00,23:00:00,night,14,40,2272.03
Heater,100,low hot,2018-01-21,02:00:00,03:00:00,midnight,5,12,2026.8533333333332
Heater,100,cold,2018-01-21,04:00:00,05:00:00,early morning,0,0,2158.57
Heater,100,hot,2018-01-21,10:00:00,11:00:00,morning,1,14,2051.8966666666665
Heater,100,cold,2018-01-21,13:00:00,14:00:00,afternoon,1,51,2096.8633333333332
Heater,100,low hot,2018-01-21,14:00:00,15:00:00,afternoon,11,46,2257.9
Heater,100,low cold,2018-01-21,15:00:00,16:00:00,afternoon,15,21,2056.5333333333333
Heater,100,low cold,2018-01-21,17:00:00,18:00:00,evening,0,0,2231.4933333333333
Heater,100,low cold,2018-01-21,18:00:00,19:00:00,evening,8,54,2383.9566666666665
Heater,100,very cold,2018-01-21,20:00:00,21:00:00,night,0,0,2044.1233333333332
Heater,100,cold,2018-01-21,20:00:00,21:00:00,night,9,22,2303.68
Heater,100,very cold,2018-01-21,22:00:00,23:00:00,night,0,0,2129.866666666667
Heater,100,low cold,2018-01-22,02:00:00,03:00:00,midnight,14,31,2258.5266666666666
Heater,100,very hot,2018-01-22,03:00:00,04:00:00,midnight,8,16,2241.09
Heater,100,very hot,2018-01-22,05:00:00,06:00:00,early morning,15,15,2175.43
Heater,100,very hot,2018-01-22,06:00:00,07:00:00,early morning,0,0,2235.56
Heater,100,very cold,2018-01-22,06:00:00,07:00:00,early morning,15,40,2087.9066666666668
Heater,100,low hot,2018-01-22,07:00:00,08:00:00,morning,13,10,2193.056666666667
Heater,100,cold,2018-01-22,09:00:00,10:00:00,morning,15,28,2233.53
Heater,100,hot,2018-01-22,10:00:00,11:00:00,morning,3,57,2013.4433333333334
Heater,100,very cold,2018-01-22,16:00:00,17:00:00,evening,15,53,2210.9666666666667
Heater,100,very cold,2018-01-22,17:00:00,18:00:00,evening,11,59,2198.42
Heater,100,low hot,2018-01-22,20:00:00,21:00:00,night,6,49,2412.2766666666666
Heater,100,low cold,2018-01-23,10:00:00,11:00:00,morning,12,50,2045.1166666666666
Lights,100,cold,2018-01-05,00:00:00,01:00:00,midnight,6,39,1520.1966666666667
Lights,100,low hot,2018-01-05,13:00:00,14:00:00,afternoon,4,30,1526.1333333333334
Lights,100,very hot,2018-01-05,13:00:00,14:00:00,afternoon,4,57,1580.2566666666667
Lights,100,low hot,2018-01-05,13:00:00,14:00:00,afternoon,11,37,1580.49
Lights,100,low hot,2018-01-05,18:00:00,19:00:00,evening,0,0,1379.7
Lights,100,very hot,2018-01-05,21:00:00,22:00:00,night,11,52,1536.8066666666666
Lights,100,very cold,2018-01-06,00:00:00,01:00:00,midnight,12,7,1413.41
Lights,100,low cold,2018-01-06,07:00:00,08:00:00,morning,2,54,1512.4566666666667
Lights,100,low hot,2018-01-06,07:00:00,08:00:00,morning,1,23,1535.9733333333334
Lights,100,hot,2018-01-06,10:00:00,11:00:00,morning,13,15,1417.76
Lights,100,low cold,2018-01-06,14:00:00,15:00:00,afternoon,3,52,1595.45
Lights,100,cold,2018-01-06,20:00:00,21:00:00,night,1,52,1426.2966666666666
Lights,100,very cold,2018-01-06,21:00:00,22:00:00,night,10,54,1548.7966666666666
Lights,100,low hot,2018-01-06,23:00:00,00:00:00,midnight,0,0,1481.9966666666667
Lights,100,cold,2018-01-06,23:00:00,00:00:00,midnight,10,33,1535.93
Lights,100,hot,2018-01-07,02:00:00,03:00:00,midnight,5,50,1541.4233333333334
Lights,100,cold,2018-01-07,04:00:00,05:00:00,early morning,14,48,1570.35
Lights,100,very hot,2018-01-07,05:00:00,06:00:00,early morning,15,57,1417.35
Lights,100,cold,2018-01-07,07:00:00,08:00:00,morning,2,51,1478.0966666666666
Lights,100,very hot,2018-01-07,11:00:00,12:00:00,morning,4,5,1575.5733333333333
Lights,100,very cold,2018-01-07,11:00:00,12:00:00,morning,12,19,1465.7533333333333
Lights,100,low hot,2018-01-07,12:00:00,13:00:00,afternoon,11,15,1517.17
Lights,100,very cold,2018-01-07,14:00:00,15:00:00,afternoon,0,0,1490.23
