device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action,savings
AC,100,very hot,2018-01-01,00:00:00,01:00:00,midnight,4,4,1505.1366666666668,"Moving 2 people from room 113 to room 108 saves 1489.126666666667 of electricity, power consumption will reduce from 10709.613333333335 to 9220.486666666668",Turn off AC in room 113,1489.126666666667
AC,100,hot,2018-01-01,03:00:00,04:00:00,midnight,4,54,1467.08,"Moving 2 people from room 106 to room 104 saves 1506.0133333333342 of electricity, power consumption will reduce from 10606.46 to 9100.446666666665",Turn off AC in room 106,1506.0133333333342
AC,100,hot,2018-01-01,06:00:00,07:00:00,early morning,6,51,1623.166666666667,"Moving 2 people from room 110 to room 101 saves 1535.9899999999998 of electricity, power consumption will reduce from 10672.696666666667 to 9136.706666666667",Turn off AC in room 110,1535.9899999999998
AC,100,low hot,2018-01-01,10:00:00,11:00:00,morning,10,23,1566.9633333333334,"Moving 5 people from room 108 to room 101 saves 1511.5233333333344 of electricity, power consumption will reduce from 10850.693333333333 to 9339.169999999998",Turn off AC in room 108,1511.5233333333344
AC,100,low cold,2018-01-01,14:00:00,15:00:00,afternoon,14,39,1539.41,"Moving 5 people from room 105 to room 114 saves 1567.7633333333342 of electricity, power consumption will reduce from 10323.763333333334 to 8756.0",Turn off AC in room 105,1567.7633333333342
AC,100,very hot,2018-01-01,21:00:00,22:00:00,night,6,27,1733.9533333333334,"Moving 5 people from room 114 to room 104 saves 1559.4300000000003 of electricity, power consumption will reduce from 11194.159999999998 to 9634.729999999998",Turn off AC in room 114,1559.4300000000003
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,11,59,1410.9033333333334,"Moving 3 people from room 107 to room 101 saves 1560.0666666666657 of electricity, power consumption will reduce from 10548.003333333332 to 8987.936666666666",Turn off AC in room 107,1560.0666666666657
AC,100,low hot,2018-01-02,03:00:00,04:00:00,midnight,2,53,1566.5266666666666,"Moving 3 people from room 107 to room 101 saves 1560.0666666666657 of electricity, power consumption will reduce from 10548.003333333332 to 8987.936666666666",Turn off AC in room 107,1560.0666666666657
AC,100,low hot,2018-01-02,05:00:00,06:00:00,early morning,0,0,1607.996666666667,"Moving 9 people from room 102 to room 105 saves 1382.5200000000023 of electricity, power consumption will reduce from 10284.266666666668 to 8901.746666666666",Turn off AC in room 102,1382.5200000000023
AC,100,very cold,2018-01-02,07:00:00,08:00:00,morning,9,29,1510.07,"Moving 1 people from room 106 to room 100 saves 1456.413333333332 of electricity, power consumption will reduce from 10520.939999999999 to 9064.526666666667",Turn off AC in room 106,1456.413333333332
AC,100,low hot,2018-01-02,09:00:00,10:00:00,morning,5,13,1525.6933333333334,"Moving 2 people from room 103 to room 108 saves 1474.0966666666682 of electricity, power consumption will reduce from 10147.05666666667 to 8672.960000000001",Turn off AC in room 103,1474.0966666666682
AC,100,very cold,2018-01-02,11:00:00,12:00:00,morning,6,55,1346.3933333333334,"Moving 6 people from room 100 to room 113 saves 1346.3933333333334 of electricity, power consumption will reduce from 9770.2 to 8423.806666666667",Turn off AC in room 100,1346.3933333333334
AC,100,hot,2018-01-02,19:00:00,20:00:00,night,3,33,1540.5366666666666,"Moving 10 people from room 102 to room 105 saves 1536.4066666666658 of electricity, power consumption will reduce from 10625.47 to 9089.063333333334",Turn off AC in room 102,1536.4066666666658
AC,100,very cold,2018-01-02,21:00:00,22:00:00,night,4,56,1572.196666666667,"Moving 4 people from room 100 to room 116 saves 1572.196666666665 of electricity, power consumption will reduce from 11043.586666666666 to 9471.390000000001",Turn off AC in room 100,1572.196666666665
AC,100,cold,2018-01-02,23:00:00,00:00:00,midnight,9,36,1517.8266666666666,"Moving 7 people from room 110 to room 100 saves 1369.9366666666665 of electricity, power consumption will reduce from 10358.480000000001 to 8988.543333333335",Turn off AC in room 110,1369.9366666666665
AC,100,very hot,2018-01-03,00:00:00,01:00:00,midnight,5,16,1572.813333333333,"Moving 7 people from room 114 to room 113 saves 1457.630000000001 of electricity, power consumption will reduce from 10517.783333333335 to 9060.153333333334",Turn off AC in room 114,1457.630000000001
