device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power
AC,100,low hot,2018-01-01,05:00:00,06:00:00,early morning,9,15,1835
AC,100,hot,2018-01-01,08:00:00,09:00:00,morning,5,54,1843
AC,100,low cold,2018-01-01,09:00:00,10:00:00,morning,10,32,1232
AC,100,very hot,2018-01-01,10:00:00,11:00:00,morning,11,28,1437
AC,100,cold,2018-01-01,15:00:00,16:00:00,afternoon,6,28,1890
AC,100,cold,2018-01-01,17:00:00,18:00:00,evening,13,1,1806
AC,100,hot,2018-01-01,18:00:00,19:00:00,evening,5,44,1145
AC,100,low cold,2018-01-02,00:00:00,01:00:00,midnight,6,21,1732
AC,100,cold,2018-01-02,01:00:00,02:00:00,midnight,2,41,1836
AC,100,hot,2018-01-02,03:00:00,04:00:00,midnight,12,44,1862
AC,100,hot,2018-01-02,08:00:00,09:00:00,morning,13,49,1277
AC,100,very cold,2018-01-02,11:00:00,12:00:00,morning,11,38,1317
AC,100,very hot,2018-01-02,12:00:00,13:00:00,afternoon,11,36,1123
AC,100,low hot,2018-01-02,12:00:00,13:00:00,afternoon,10,23,1228
AC,100,low hot,2018-01-03,00:00:00,01:00:00,midnight,8,4,1440
AC,100,very cold,2018-01-03,03:00:00,04:00:00,midnight,14,28,1073
AC,100,hot,2018-01-03,08:00:00,09:00:00,morning,0,0,1495
AC,100,hot,2018-01-03,11:00:00,12:00:00,morning,6,6,1659
AC,100,very hot,2018-01-03,13:00:00,14:00:00,afternoon,5,33,1765
AC,100,very cold,2018-01-03,19:00:00,20:00:00,night,3,12,1637
AC,100,very hot,2018-01-03,20:00:00,21:00:00,night,7,35,1094
AC,100,low hot,2018-01-04,00:00:00,01:00:00,midnight,12,54,1588
AC,100,low cold,2018-01-04,04:00:00,05:00:00,early morning,8,15,1759
AC,100,cold,2018-01-04,15:00:00,16:00:00,afternoon,10,29,1918
AC,100,very hot,2018-01-04,15:00:00,16:00:00,afternoon,9,52,1462
AC,100,low cold,2018-01-04,15:00:00,16:00:00,afternoon,9,48,1595
AC,100,hot,2018-01-04,16:00:00,17:00:00,evening,15,43,1754
AC,100,very cold,2018-01-04,17:00:00,18:00:00,evening,6,49,1898
AC,100,cold,2018-01-04,19:00:00,20:00:00,night,4,36,1501
AC,100,low cold,2018-01-04,22:00:00,23:00:00,night,11,9,1634
AC,100,low cold,2018-01-04,23:00:00,00:00:00,midnight,12,14,1806
AC,100,cold,2018-01-05,00:00:00,01:00:00,midnight,7,31,1600
AC,100,low cold,2018-01-05,03:00:00,04:00:00,midnight,4,5,1736
AC,100,low hot,2018-01-05,12:00:00,13:00:00,afternoon,11,5,1331
AC,100,low cold,2018-01-05,13:00:00,14:00:00,afternoon,12,42,1346
AC,100,very hot,2018-01-05,17:00:00,18:00:00,evening,14,6,1350
AC,100,very hot,2018-01-05,22:00:00,23:00:00,night,9,21,1167
Computer,100,hot,2018-01-27,02:00:00,03:00:00,midnight,15,19,367
Computer,100,low hot,2018-01-27,13:00:00,14:00:00,afternoon,3,22,305
Computer,100,cold,2018-01-28,00:00:00,01:00:00,midnight,13,38,373
Computer,100,hot,2018-01-28,03:00:00,04:00:00,midnight,3,21,341
Computer,100,low hot,2018-01-28,03:00:00,04:00:00,midnight,15,15,375
Computer,100,hot,2018-01-28,07:00:00,08:00:00,morning,12,2,360
Computer,100,low cold,2018-01-28,08:00:00,09:00:00,morning,2,31,413
Computer,100,very hot,2018-01-28,09:00:00,10:00:00,morning,4,28,406
Computer,100,low hot,2018-01-28,10:00:00,11:00:00,morning,6,5,450
Computer,100,cold,2018-01-28,10:00:00,11:00:00,morning,10,47,464
Computer,100,low hot,2018-01-28,17:00:00,18:00:00,evening,7,48,329
Computer,100,hot,2018-01-28,17:00:00,18:00:00,evening,5,38,332
Computer,100,hot,2018-01-28,20:00:00,21:00:00,night,4,9,370
Computer,100,hot,2018-01-28,23:00:00,00:00:00,midnight,4,47,341
Computer,100,very hot,2018-01-29,01:00:00,02:00:00,midnight,9,2,462
Computer,100,hot,2018-01-29,02:00:00,03:00:00,midnight,2,40,311
Computer,100,low cold,2018-01-29,04:00:00,05:00:00,early morning,12,57,350
Computer,100,hot,2018-01-29,05:00:00,06:00:00,early morning,8,24,461
Computer,100,low cold,2018-01-29,06:00:00,07:00:00,early morning,12,49,407
Computer,100,very cold,2018-01-29,06:00:00,07:00:00,early morning,11,36,390
Computer,100,low cold,2018-01-29,07:00:00,08:00:00,morning,12,18,460
Computer,100,hot,2018-01-29,12:00:00,13:00:00,afternoon,5,42,490
